text,sentiment
broke gorilla pod think one lego knight lost helmet,neutral
loads beard papas disappeared uk,neutral
mit bookstore best book selection one bookstore coupons discounts,positive
im tryin boring today cant seem come thing say,negative
im lol,positive
lol seriously fail sigh,positive
_ curry shrimp yesterday lol love seafood,positive
hi sweetiepie friday night im missing sidekick slippers friday night wo,negative
ordered henna ill redhead weeks,negative
hows baby fever,neutral
disturbed sold baby tiger met thailand exotic pet greedy bastards,positive
panera eating bacon egg cheese coffee httptwitpiccomjip,neutral
still sick home,negative
probably going miss silverstones race season iracing sad track pure laser scanned awesomeness,negative
chilling room computer,negative
told yall good girl see halo everything,positive
im sorry youre bad day looking back need give someone knuckle sandwich,negative
love read ur little quotes,positive
bored cant even tease people,negative
burnt arm thought know,neutral
mom wearing shrug bought morrowi cant wait c n itcute,neutral
waking upahh headache,neutral
haha need get better shape first cageball thursdays dead sofa whole evening,positive
gone kirstys night anything get house,neutral
toodaayy,neutral
wow crazy night ever changing emotions liked tho,negative
yay thank feels like ur yelling us lol,positive
singz think im jst abt done ur girrrlfriendim leavinim leavin jst love cm,positive
yay got kid cries lot,negative
sorry couldnt fit hals name,negative
star trek disappoint star,neutral
paradise fly catchers abandoned nest starting gon na b tough,positive
screw im going shopping ill back like anyway ill hard core revision,negative
funeral today going bad,negative
im sorry sister think get see man bit make happy guys call tonigh,negative
today im working quirky q cue maybe become concerto,neutral
living quite close raf boulmer might good thing,positive
thats much better flu syndrome,positive
miss puppies,neutral
right wave,positive
macs hard drive crashed brought powermac couldnt recover files back,negative
time hittin hay later tweeps ala billy cunningham great americans,positive
sick tired sick tired,negative
yes ready go got ugh sooo pretty outside,positive
gave brother hug goodbye took load furniture away house took mattress like,neutral
head cold,negative
watchinggg new video sooo good addicted,positive
palm pre doesnt record video,neutral
today head hurt badly want see,negative
lil sad bc wont able toeat hot dog big kahuna cookie sandwich ranger game tonight,negative
doin homework ugh,neutral
found exit take thanks,positive
think bit love creations wit physically attracted although great style,positive
found parents putting dog tomorrow morning upset,negative
maybe next time cant away weekend much id like jump car go pout,positive
finished uploading latest chap finally watch new happyslip vid,positive
goodnight,neutral
going cinema see ghost girlfriends past,negative
sizzling outside work inside double,neutral
content life moment,positive
went wingstop without,neutral
middle industrial estate pirate ffancy dressready mile walk,neutral
helped save runaway dog didnt want friend though,neutral
played okami hours today,neutral
yeah exactly fans overpower haters anyday u know wat wat u wnt dnt even care anymore know truth,positive
im bumbed though cuz ima miss da laker game double sad face,negative
great date last nighttried find cdcaves daniel hilariously fun,positive
congrats mollie wish could got tickets,neutral
go bubble bath always relaxing,neutral
dreading weekend every minute coursework done week learning pages french speaking,neutral
chilling colton redesigned cocktail hacker card backs,negative
fun dont school wish could go germany like hour away xoxo,positive
never expected hear beastie boys star trek movie super great flick though pew peww phasers,positive
still got one year tmo tho might get new bb curve concerned abt apps batt life important,positive
hm dont recommend white chocolates though move dark side first,positive
lovely weekend away kits coty relaxed well rested ready week ahead back nnc two weeks,positive
oh naw ill always dha cece chanqes needed ill make,negative
finished watching terminator music nothing great,positive
im tired sick time,negative
right im jealous wish gangsterrrr pants like grandma,positive
monday monday mr cade home couch lots today,neutral
awesome pics nice way start week,positive
drivers ed dance,neutral
loaned set aerobars team mate tomorrows texas cup race alkek bummed wont,neutral
bed go nighty night,neutral
seems brought little sikaflex caulk home hair,negative
weekend cuzzo vivi cant stand leave weeks,neutral
guess youre responding dc thats case,neutral
chilled day party tomorrow,neutral
feel extranauseous sudden like stomach wasnt ready resume peristalsis events two nights prior,positive
agreed though eclipse apps hinder collecting heap dump catching oome muck jconsole,positive
workin ur crazy sched tiringits got ta hard famous jus kno u bazillionz fans supprtin u,negative
shame ive gotto go work,neutral
right,positive
super happy new interest rate whoop whoop,positive
spending weekend nothing domestic said,neutral
ask ryan stopped following twitter,neutral
bruno arghhhh cant wait,neutral
send photo man ily favourite,neutral
workin la bootay wheres warm weather,positive
man tha mojitos earlier got feelin type funny hope dont get sick httpmylocmedd,negative
guess im staying home tonightno movieing,neutral
waiting long line chickfila,negative
itttt,neutral
got three shots today cant lift arms,neutral
boat dining bones peru double,neutral
let guess ran miles respect dude cant maybe train,negative
wtf lmao got hit head bloody balls,negative
blerg monday must always come decent weekend new glasses hair color got carded gamestop awesome ego boost,positive
mock ap chemistry exam today central park gon na ap chem v ap bio tournament,neutral
someone sent random phone pic asian cats paws air like sushichinese restaurants dont know,negative
httpbitlyaam dogs going die somebody doesnt save,neutral
head hurts bad could scream,negative
time diff ive wrapped day day stuff havent tweeting talk soonmust sleepup hrs,neutral
heeders monday well absolutely plans weekend,negative
ordered new computer unfortunately wont get end june,negative
wolverine boss seriously william,negative
failed inspection know pass wooven woantitip bracket sold woven worse taxes,negative
ugh usual babysitters graduation wednesday got meeting request boss graduation,negative
alredy chocolate impossible resist,negative
use newsfire works like charm,neutral
im proud os x excels videophoto editing pc lags much behind,negative
u ever answer ur fans wish u would question ive wanting ask u months,neutral
know make us watch awards sunday loli want shower water,neutral
alright playing cards rain wasnt smartest idea might sick fun,negative
stay home wife takes daughter friends tokyo steak house sadly body cooperating today,negative
harry baked love cassie youre online,positive
taking requests nkkairplay,neutral
macbook dying switching iphone,neutral
sighs well accidentally clicked back space mouse,neutral
commercial shoot tokyo much time play quick dirty,negative
